length_mm,diameter1_mm,diameter2_mm
358.629,1.7597,1.7791
361.829,1.7893,1.7799
371.886,1.7630,1.7680
379.886,1.7567,1.7890
380.571,1.7526,1.7889
380.800,1.7504,1.7729
387.200,1.7699,1.7740
392.000,1.7836,1.7719
392.000,1.7836,1.7723
392.000,1.7832,1.7724
392.000,1.7802,1.7722
392.000,1.7802,1.7726
392.000,1.7801,1.7725
392.000,1.7801,1.7724
392.686,1.7877,1.7876
402.514,1.7822,1.7774
409.371,1.7880,1.7875
413.257,1.7491,1.7909
413.257,1.7481,1.7840
415.771,1.7766,1.7863
421.943,1.7435,1.7864
421.943,1.7467,1.7841
421.943,1.7438,1.7844
421.943,1.7436,1.7860
426.057,1.7736,1.7770
434.057,1.7746,1.7943
439.543,1.7757,1.7909
447.543,1.7837,1.7735
453.486,1.7490,1.7803
458.971,1.7709,1.7830
462.629,1.7672,1.7800
462.629,1.7675,1.7798
462.629,1.7673,1.7905
470.171,1.7596,1.7737
477.486,1.7606,1.7727
484.114,1.7549,1.7699
489.600,1.7872,1.7983
491.200,1.7689,1.7985
491.200,1.7689,1.7984
491.200,1.7689,1.7983
491.200,1.7688,1.7983
491.200,1.7690,1.7983
491.200,1.7690,1.7983
491.200,1.7719,1.7984
491.200,1.7720,1.7982
491.200,1.7689,1.7983
491.200,1.7685,1.7960
492.343,1.7539,1.7701
495.543,1.7916,1.7676
498.514,1.7705,1.7693
508.343,1.7531,1.7600
517.943,1.7667,1.7816
524.114,1.7483,1.7858
524.114,1.7483,1.7853
527.543,1.7882,1.7807
534.400,1.7692,1.7735
534.400,1.7691,1.7734
534.400,1.7691,1.7754
541.714,1.7585,1.7950
551.086,1.7826,1.7916
559.543,1.7916,1.7881
566.400,1.7635,1.7779
566.400,1.7603,1.7839
573.029,1.7484,1.8007
582.171,1.7714,1.7913
591.086,1.7831,1.7967
593.829,1.7598,1.7967
593.829,1.7600,1.7967
593.829,1.7601,1.7969
593.829,1.7599,1.7969
593.829,1.7601,1.7969
596.114,1.7406,1.7729
597.714,1.7591,1.7727
597.714,1.7590,1.7999
604.571,1.7465,1.7869
612.343,1.7495,1.7799
612.571,1.7484,1.7709
619.200,1.7373,1.7748
624.229,1.7730,1.7942
624.457,1.7662,1.7970
624.457,1.7662,1.7968
627.429,1.7373,1.7982
637.486,1.7736,1.7934
640.686,1.7658,1.7732
647.314,1.7839,1.7873
648.000,1.7786,1.7874
648.000,1.7768,1.7871
648.000,1.7768,1.7873
650.514,1.7450,1.7715
653.029,1.7640,1.7720
657.143,1.7597,1.7825
661.029,1.7703,1.7754
661.029,1.7725,1.7917
669.486,1.7712,1.8058
678.857,1.7889,1.7706
687.771,1.7790,1.7720
693.943,1.7897,1.7816
699.200,1.7559,1.7625
701.029,1.7744,1.7863
709.029,1.7820,1.7795
714.971,1.7556,1.8000
723.200,1.7660,1.7723
724.343,1.7765,1.8050
729.371,1.7659,1.7965
740.800,1.7889,1.7653
749.714,1.7893,1.7845
750.400,1.7836,1.7844
750.400,1.7841,1.7843
750.400,1.7817,1.7845
750.629,1.7775,1.7667
759.771,1.7675,1.7669
769.371,1.7627,1.7841
779.657,1.7843,1.7875
785.371,1.7587,1.7756
793.600,1.7597,1.7721
801.371,1.7563,1.7658
802.743,1.7676,1.7654
802.743,1.7674,1.7654
803.429,1.7807,1.7689
815.771,1.7633,1.7747
820.571,1.7824,1.7746
821.029,1.7846,1.7716
829.257,1.7881,1.7736
832.000,1.7626,1.7739
832.000,1.7627,1.7738
832.000,1.7625,1.7737
832.000,1.7626,1.7738
832.000,1.7627,1.7737
832.000,1.7627,1.7737
832.229,1.7603,1.7708
832.457,1.7615,1.7707
832.457,1.7614,1.7709
832.457,1.7616,1.7706
834.286,1.7622,1.7697
836.800,1.7974,1.7821
837.257,1.7914,1.7865
840.229,1.7613,1.7567
844.114,1.7978,1.7779
850.971,1.7840,1.7841
859.429,1.7932,1.7580
860.343,1.7952,1.7582
861.486,1.7823,1.7758
861.486,1.7823,1.7773
868.343,1.7885,1.7689
868.343,1.7903,1.7687
868.343,1.7926,1.7683
868.343,1.7920,1.7685
868.343,1.7881,1.7687
871.086,1.7605,1.7725
881.371,1.7728,1.7845
890.286,1.7851,1.7760
892.800,1.7770,1.7767
892.800,1.7806,1.7767
892.800,1.7804,1.7767
892.800,1.7803,1.7764
893.714,1.7605,1.7574
899.200,1.7855,1.7572
899.886,1.7770,1.7698
910.857,1.7526,1.7675
915.886,1.7836,1.7740
921.829,1.7802,1.7579
926.629,1.7673,1.7711
934.629,1.7646,1.7825
944.457,1.7647,1.7613
946.057,1.7821,1.7603
951.086,1.7517,1.7679
958.400,1.7617,1.7597
960.686,1.7741,1.7730
967.543,1.7639,1.7813
977.371,1.7869,1.7697
978.971,1.7902,1.7696
978.971,1.7902,1.7928
985.600,1.7918,1.7762
993.829,1.8000,1.7606
994.057,1.8028,1.7605
999.543,1.7688,1.7842
1004.571,1.7737,1.7841
1005.257,1.7708,1.7874
1020.114,1.7760,1.7705
1028.343,1.7733,1.7597
1032.229,1.7787,1.7819
1041.829,1.7891,1.7643
1051.200,1.7776,1.7838
1051.200,1.7739,1.7697
1068.343,1.7667,1.7696
1078.857,1.7724,1.7662
1080.000,1.7830,1.7662
1087.771,1.7856,1.7799
1098.514,1.7758,1.7842
1103.543,1.7858,1.7740
1103.543,1.7830,1.7771
1103.543,1.7862,1.7762
1112.000,1.7940,1.7886
1119.314,1.7895,1.7910
1128.000,1.7879,1.7656
1139.886,1.7597,1.7657
1143.543,1.7841,1.7697
1143.543,1.7839,1.7695
1144.000,1.7879,1.7847
1150.629,1.7769,1.7958
1155.429,1.7732,1.7970
1161.829,1.7822,1.7720
1171.886,1.7559,1.7808
1178.514,1.7661,1.7918
1184.914,1.7713,1.7790
1193.143,1.7710,1.7885
1197.029,1.7555,1.7882
1197.029,1.7556,1.7887
1197.029,1.7556,1.7848
1202.971,1.7465,1.7712
1212.571,1.7669,1.7889
1221.714,1.7830,1.7925
1230.171,1.7798,1.7710
1233.600,1.7757,1.7734
1237.943,1.7923,1.7641
1237.943,1.7924,1.7646
1237.943,1.7924,1.7645
1237.943,1.7921,1.7647
1237.943,1.7918,1.7645
1237.943,1.7921,1.7645
1237.943,1.7920,1.7647
1237.943,1.7920,1.7646
1237.943,1.7918,1.7644
1237.943,1.7921,1.7646
1237.943,1.7919,1.7645
1237.943,1.7919,1.7645
1237.943,1.7920,1.7646
1237.943,1.7919,1.7646
1237.943,1.7919,1.7645
1237.943,1.7917,1.7645
1237.943,1.7918,1.7646
1237.943,1.7920,1.7689
1242.971,1.7643,1.7634
1249.143,1.7727,1.7686
1257.600,1.7691,1.7855
1259.657,1.7612,1.7860
1259.886,1.7641,1.8004
1267.886,1.7711,1.7789
1268.114,1.7781,1.7796
1276.114,1.7797,1.7754
1281.371,1.7779,1.7750
1289.829,1.7577,1.7773
1293.257,1.7909,1.7994
1300.800,1.7804,1.7604
1300.800,1.7807,1.7604
1300.800,1.7809,1.7607
1300.800,1.7804,1.7607
1300.800,1.7807,1.7636
1300.800,1.7807,1.7637
1300.800,1.7806,1.7637
1300.800,1.7806,1.7637
1300.800,1.7806,1.7638
1300.800,1.7806,1.7641
1300.800,1.7805,1.7639
1300.800,1.7806,1.7641
1300.800,1.7807,1.7639
1300.800,1.7806,1.7641
1300.800,1.7806,1.7644
1300.800,1.7805,1.7644
1300.800,1.7804,1.7644
1300.800,1.7774,1.7645
1300.800,1.7804,1.7645
1300.800,1.7773,1.7645
1300.800,1.7775,1.7642
1300.800,1.7774,1.7644
1300.800,1.7803,1.7641
1300.800,1.7803,1.7645
1300.800,1.7803,1.7643
1300.800,1.7803,1.7640
1300.800,1.7774,1.7607
1300.800,1.7805,1.7598
1302.400,1.7870,1.7981
1317.257,1.7900,1.7928
1322.286,1.7650,1.7961
1322.286,1.7649,1.7895
1327.543,1.7750,1.7660
1338.743,1.7687,1.7976
1351.086,1.7647,1.7656
1358.171,1.7898,1.7825
1358.629,1.7764,1.7739
1366.400,1.7806,1.7884
1366.400,1.7795,1.7879
1367.314,1.7778,1.7793
1375.771,1.7732,1.8009
1375.771,1.7708,1.8011
1378.514,1.7575,1.7980
1391.314,1.7700,1.7896
1394.743,1.7614,1.7837
1394.971,1.7603,1.7835
1397.486,1.7882,1.8066
1404.114,1.7828,1.7805
1404.800,1.7930,1.7769
1411.657,1.7775,1.7672
1411.657,1.7777,1.7670
1412.114,1.7766,1.7633
1412.114,1.7770,1.7632
1412.114,1.7769,1.7634
1412.114,1.7770,1.7668
1412.571,1.7848,1.8050
1418.286,1.7722,1.7842
1418.286,1.7721,1.7843
1418.286,1.7722,1.7843
1418.286,1.7721,1.7843
1418.514,1.7722,1.7842
1418.514,1.7721,1.7841
1418.514,1.7721,1.7772
1423.543,1.7716,1.8035
1423.771,1.7706,1.8033
1423.771,1.7707,1.8034
1423.771,1.7709,1.8034
1423.771,1.7707,1.8032
1423.771,1.7708,1.8032
1423.771,1.7709,1.8032
1424.686,1.7599,1.7922
1427.657,1.7779,1.7734
1427.657,1.7781,1.7733
1427.657,1.7781,1.7733
1427.657,1.7783,1.7737
1427.657,1.7783,1.7735
1427.657,1.7784,1.7737
1427.657,1.7784,1.7735
1427.657,1.7782,1.7735
1427.657,1.7784,1.7736
1427.657,1.7782,1.7735
1427.657,1.7781,1.7756
1430.171,1.7790,1.7720
1437.714,1.7906,1.7962
1444.114,1.7928,1.7882
1450.514,1.7689,1.7706
1450.514,1.7686,1.7855
1456.686,1.7658,1.7823
1466.743,1.7749,1.7979
1475.429,1.7820,1.8018
1482.514,1.7793,1.7752
1484.114,1.7939,1.7739
1485.714,1.7858,1.7765
1491.429,1.7878,1.7705
1498.743,1.7837,1.7694
1498.971,1.7823,1.7696
1498.971,1.7819,1.7656
1502.400,1.7743,1.7711
1509.714,1.7844,1.8069
1509.714,1.7821,1.8070
1509.714,1.7819,1.8041
1509.714,1.7841,1.8069
1509.714,1.7838,1.8070
1509.714,1.7839,1.8041
1509.714,1.7839,1.8069
1509.714,1.7840,1.8069
1509.714,1.7844,1.8069
1509.714,1.7842,1.8097
1517.486,1.7869,1.7990
1530.286,1.7927,1.7764
1537.371,1.7706,1.7756
1537.600,1.7748,1.7772
1552.000,1.7687,1.8072
1562.057,1.7943,1.7730
1575.314,1.7614,1.7847
1575.771,1.7617,1.7729
1583.314,1.7667,1.7886
1596.114,1.8053,1.7847
1596.114,1.8024,1.7717
1613.029,1.7891,1.7631
1616.914,1.7801,1.7606
1625.371,1.7984,1.7627
1639.771,1.7659,1.7935
1644.343,1.7923,1.7973
1651.200,1.7943,1.7885
1665.600,1.7977,1.7909
1671.086,1.7657,1.7849
1671.771,1.7757,1.7796
1675.200,1.7988,1.7825
1684.114,1.7772,1.7915
1688.457,1.7767,1.7769
1688.457,1.7767,1.7769
1688.457,1.7767,1.7769
1689.600,1.7978,1.7801
1705.371,1.7985,1.7747
1720.000,1.7729,1.7862
1735.543,1.7751,1.7739
1737.143,1.7941,1.7737
1738.743,1.7839,1.7965
1759.086,1.7643,1.7741
1774.400,1.7518,1.7796
1778.743,1.7996,1.8004
1794.514,1.7983,1.8082
1795.886,1.7770,1.7904
1809.143,1.7973,1.8064
1831.314,1.7668,1.7950
1848.457,1.7827,1.7798
1855.086,1.7592,1.7799
1855.086,1.7591,1.7797
1855.086,1.7589,1.7770
1855.086,1.7587,1.7774
1861.257,1.7584,1.7937
1866.971,1.7788,1.7936
1866.971,1.7785,1.7835
1875.886,1.7645,1.7986
1890.514,1.7735,1.7830
1898.514,1.7788,1.7886
1899.200,1.7695,1.7943
1915.657,1.7654,1.7763
1920.000,1.7782,1.7922
1931.886,1.7615,1.7771
1941.257,1.7336,1.7828
1945.829,1.7831,1.8022
1963.886,1.7583,1.7858
1986.971,1.7680,1.7662
1992.914,1.7795,1.7691
1992.914,1.7792,1.7753
1999.314,1.7700,1.7967
2007.314,1.7613,1.7685
2011.429,1.7677,1.7756
2017.600,1.7849,1.7853
2024.457,1.7772,1.7721
2028.571,1.7556,1.7838
2032.914,1.7816,1.7879
2034.514,1.7718,1.7867
2039.086,1.7604,1.7885
2049.829,1.7843,1.7732
2058.971,1.7674,1.7776
2061.714,1.7434,1.7775
2062.400,1.7501,1.7656
2067.657,1.7587,1.7775
2073.600,1.7869,1.7786
2073.600,1.7871,1.7786
2073.600,1.7870,1.7787
2073.600,1.7871,1.7787
2073.600,1.7871,1.7787
2073.600,1.7871,1.7788
2073.600,1.7871,1.7786
2073.600,1.7865,1.7786
2073.600,1.7863,1.7807
2073.600,1.7862,1.7807
2073.600,1.7863,1.7784
2073.600,1.7867,1.7785
2073.600,1.7870,1.7784
2073.600,1.7867,1.7787
2073.600,1.7861,1.7807
2073.600,1.7862,1.7808
2073.600,1.7861,1.7864
2081.143,1.7888,1.7892
2085.486,1.7451,1.7684
2089.371,1.7803,1.7655
2099.200,1.7666,1.7667
2109.257,1.7440,1.7687
2119.771,1.7594,1.7692
2119.771,1.7618,1.7691
2119.771,1.7618,1.7659
2120.000,1.7606,1.7682
2125.029,1.7384,1.7807
2138.971,1.7509,1.7649
2148.800,1.7346,1.7795
2160.457,1.7728,1.7674
2160.914,1.7735,1.7649
2160.914,1.7735,1.7650
2160.914,1.7759,1.7675
2160.914,1.7760,1.7674
2160.914,1.7757,1.7764
2169.829,1.7758,1.7883
2184.914,1.7873,1.7964
2187.657,1.7607,1.7937
2193.600,1.7798,1.7807
2206.400,1.7465,1.7637
2209.143,1.7824,1.7636
2209.143,1.7843,1.7682
2223.771,1.7768,1.7625
2236.572,1.7482,1.7728
2250.514,1.7638,1.7912
2257.143,1.7873,1.7575
2257.143,1.7900,1.7676
2266.971,1.7749,1.7860
2280.914,1.7897,1.7729
2280.914,1.7897,1.7726
2281.143,1.7916,1.7669
2297.143,1.7928,1.7876
2315.200,1.7677,1.7935
2325.257,1.7660,1.7930
2325.257,1.7655,1.7662
2332.572,1.7712,1.7789
2345.371,1.7944,1.7720
2355.657,1.7682,1.7740
2370.743,1.7891,1.7518
2383.543,1.7853,1.7482
2385.600,1.8002,1.7525
2397.943,1.7614,1.7838
2414.400,1.7611,1.7734
2424.914,1.7882,1.7634
2438.171,1.7514,1.7724
2442.971,1.7671,1.7915
2452.114,1.7611,1.7697
2464.914,1.7887,1.7895
2474.743,1.7763,1.7498
2489.143,1.7921,1.7639
2503.314,1.7622,1.7750
2503.543,1.7665,1.7656
2506.514,1.7732,1.7764
2520.914,1.7908,1.7780
2536.229,1.7772,1.7818
2553.143,1.7915,1.8134
2556.343,1.7808,1.8136
2556.800,1.7743,1.7962
2572.343,1.7788,1.7696
2589.029,1.7843,1.7993
2601.600,1.8117,1.7624
2607.543,1.7866,1.7739
2619.657,1.7843,1.7808
2636.114,1.7751,1.7815
2650.514,1.7813,1.7616
2655.086,1.7785,1.7575
2655.086,1.7784,1.7574
2655.086,1.7785,1.7571
2655.314,1.7771,1.7569
2655.314,1.7773,1.7585
2655.771,1.7825,1.7585
2655.771,1.7825,1.7585
2655.771,1.7825,1.7585
2655.771,1.7824,1.7585
2655.771,1.7826,1.7584
2660.572,1.7617,1.7682
2663.086,1.7737,1.7701
2663.543,1.7841,1.7651
2665.371,1.7877,1.7681
2669.943,1.7714,1.7679
2669.943,1.7712,1.7681
2669.943,1.7718,1.7682
2669.943,1.7717,1.7680
2669.943,1.7709,1.7680
2670.629,1.7790,1.8011
2680.000,1.7965,1.7700
2690.971,1.7647,1.7712
2699.886,1.7527,1.7755
2707.657,1.7588,1.7703
2710.171,1.7732,1.7727
2710.171,1.7725,1.7717
2710.171,1.7731,1.7718
2710.171,1.7705,1.7719
2710.171,1.7705,1.7719
2710.171,1.7732,1.7726
2710.171,1.7727,1.7726
2710.171,1.7727,1.7724
2710.171,1.7730,1.7679
2715.657,1.7666,1.7907
2715.657,1.7664,1.7906
2715.657,1.7632,1.7906
2715.886,1.7624,1.7871
2715.886,1.7626,1.7872
2715.886,1.7625,1.7874
2715.886,1.7629,1.7874
2715.886,1.7633,1.7873
2715.886,1.7634,1.7875
2715.886,1.7633,1.7873
2715.886,1.7631,1.7874
2715.886,1.7630,1.7872
2717.943,1.7603,1.7853
2724.343,1.7563,1.7806
2726.629,1.7776,1.7779
2726.629,1.7805,1.7777
2726.629,1.7805,1.7778
2726.629,1.7806,1.7779
2726.629,1.7806,1.7777
2726.857,1.7826,1.7971
2733.486,1.7602,1.7816
2737.143,1.7818,1.7837
2744.229,1.7888,1.7868
2748.114,1.7511,1.7877
2748.114,1.7514,1.7867
2750.171,1.7758,1.7881
2758.171,1.7672,1.7959
2766.400,1.7698,1.7952
2773.257,1.7558,1.7770
2779.886,1.7434,1.7724
2784.914,1.7890,1.7818
2784.914,1.7855,1.7710
2791.314,1.7881,1.7838
2799.314,1.7858,1.7738
2808.457,1.7730,1.7751
2815.086,1.7915,1.7820
2826.057,1.7580,1.7984
2838.857,1.7707,1.7911
2845.029,1.7509,1.7790
2845.029,1.7534,1.7790
2845.029,1.7518,1.7882
2853.486,1.7638,1.7917
2864.000,1.7847,1.7850
2878.629,1.7834,1.7803
2892.572,1.7591,1.7890
2901.943,1.7683,1.8014
2905.600,1.7546,1.7985
2909.029,1.7640,1.7839
2927.314,1.7833,1.7947
2945.143,1.7577,1.7835
2956.800,1.7693,1.7955
2966.171,1.7849,1.7817
2966.171,1.7853,1.8017
2975.771,1.7817,1.8015
2989.943,1.7818,1.7914
3003.886,1.7715,1.7771
3016.686,1.7717,1.7763
3024.229,1.7765,1.8022
3024.229,1.7807,1.7985
3036.572,1.7817,1.7574
3050.743,1.7607,1.7995
3062.400,1.7849,1.7966
3080.000,1.7649,1.7913
3086.400,1.7733,1.8009
3087.771,1.7687,1.8007
3090.743,1.7631,1.7825
3102.857,1.7835,1.7704
3108.572,1.7886,1.7615
3108.572,1.7858,1.7616
3108.572,1.7898,1.7854
3110.171,1.7833,1.7874
3113.143,1.7487,1.7953
3126.400,1.7689,1.7694
3138.971,1.7811,1.7861
3148.572,1.7897,1.8002
3153.371,1.7502,1.7900
3153.371,1.7485,1.7919
3156.114,1.7852,1.7799
3169.371,1.7555,1.7836
3181.943,1.7800,1.7757
3191.771,1.7706,1.7835
3205.486,1.7912,1.8003
3219.657,1.8027,1.7854
3224.686,1.7686,1.7809
3229.714,1.7802,1.7953
3244.800,1.7908,1.8023
3261.486,1.7895,1.7656
3272.229,1.7754,1.7627
3274.057,1.7861,1.7625
3274.057,1.7860,1.7624
3274.057,1.7861,1.7625
3274.057,1.7831,1.7625
3274.057,1.7860,1.7626
3274.057,1.7860,1.7626
3274.743,1.7952,1.7603
3288.229,1.7700,1.7760
3299.657,1.7851,1.7594
3313.829,1.7893,1.7793
3322.057,1.7801,1.7922
3331.200,1.7914,1.7677
3343.314,1.7439,1.7930
3351.543,1.7470,1.7918
3351.543,1.7480,1.7895
3352.000,1.7446,1.7599
3363.886,1.7900,1.7893
3371.886,1.7941,1.7653
3383.314,1.7499,1.7556
3393.143,1.7726,1.7917
3402.971,1.7975,1.7945
3411.200,1.7980,1.7991
3418.286,1.7858,1.7678
3424.914,1.7787,1.7793
3434.971,1.8004,1.8031
3437.486,1.7760,1.8036
3437.486,1.7759,1.8081
3442.743,1.7846,1.8075
3450.971,1.7939,1.7810
3464.457,1.7653,1.7592
3478.857,1.7681,1.7719
3490.743,1.7998,1.7990
3497.600,1.7856,1.7733
3510.629,1.7759,1.7770
3516.572,1.7918,1.7994
3516.572,1.7929,1.7991
3517.714,1.7814,1.8003
3531.429,1.7805,1.7953
3550.857,1.7567,1.7820
3557.486,1.7729,1.7749
3567.543,1.7701,1.7943
3579.200,1.7811,1.7892
3586.971,1.7818,1.7899
3586.971,1.7797,1.7844
3593.829,1.7906,1.7776
3605.714,1.7616,1.7777
3629.486,1.7565,1.8054
3640.229,1.7915,1.8152
3652.800,1.7667,1.7973
3654.400,1.7587,1.7972
3655.086,1.7624,1.7794
3662.629,1.7692,1.8095
3674.971,1.7785,1.7924
3697.371,1.8040,1.8056
3708.800,1.7616,1.7955
3715.886,1.7765,1.7958
3715.886,1.7784,1.7988
3715.886,1.7760,1.7649
3723.657,1.7722,1.7930
3739.657,1.7741,1.7887
3758.171,1.7784,1.7735
3774.629,1.7718,1.7683
3777.600,1.7940,1.7682
3777.600,1.7922,1.7657
3789.029,1.7563,1.7942
3803.200,1.7699,1.7942
3814.400,1.7634,1.7547
3832.914,1.7963,1.7882
3836.114,1.7752,1.7885
3836.114,1.7723,1.7744
3849.371,1.7942,1.7572
3870.629,1.7811,1.7933
3881.143,1.7933,1.7692
3881.143,1.7936,1.7660
3882.514,1.7759,1.7668
3895.086,1.7861,1.7996
3902.400,1.7719,1.7741
3902.400,1.7718,1.7737
3903.086,1.7841,1.7743
3908.800,1.7603,1.7640
3914.057,1.7790,1.7895
3915.200,1.7743,1.7895
3920.457,1.7958,1.7606
3936.000,1.7977,1.7884
3955.657,1.7786,1.7759
3974.400,1.7805,1.7801
3977.829,1.7949,1.7797
3982.629,1.7744,1.7761
4007.314,1.7975,1.8017
4021.943,1.7763,1.7964
4026.971,1.7793,1.7982
4026.971,1.7769,1.7902
4044.114,1.7587,1.7769
4069.029,1.7676,1.7798
4081.829,1.7802,1.7868
4081.829,1.7842,1.7996
4089.829,1.7828,1.7831
4102.400,1.7742,1.7977
4114.743,1.7653,1.8102
4132.114,1.7552,1.7808
4135.314,1.7857,1.7808
4135.543,1.7873,1.7829
4146.743,1.7618,1.7884
4171.657,1.7569,1.7813
4186.286,1.7579,1.8038
4195.429,1.7582,1.8047
4195.429,1.7547,1.7858
4209.829,1.7522,1.7952
4224.915,1.7803,1.7865
4239.314,1.7938,1.7730
4252.800,1.7611,1.7732
4254.400,1.7866,1.7734
4254.400,1.7861,1.7952
4269.486,1.7805,1.7763
4283.429,1.7506,1.8019
4306.057,1.7513,1.7729
4317.486,1.7854,1.7800
4321.829,1.7603,1.7977
4321.829,1.7644,1.7965
4326.400,1.7852,1.7855
4342.857,1.7884,1.7925
4352.457,1.7644,1.7796
4368.229,1.7694,1.7904
4384.915,1.7665,1.8020
4384.915,1.7653,1.8015
4394.514,1.7528,1.7969
4416.686,1.7604,1.7984
4434.057,1.7500,1.7872
4443.200,1.7593,1.7866
4443.200,1.7613,1.7862
4454.628,1.7822,1.7900
4470.171,1.7938,1.7873
4482.743,1.7694,1.7832
4501.943,1.7950,1.7811
4502.171,1.7954,1.7828
4506.286,1.7520,1.7759
4529.372,1.7514,1.7835
4547.429,1.7823,1.7716
4562.286,1.7582,1.7627
4565.029,1.7938,1.7633
4565.029,1.7954,1.7779
4582.171,1.7760,1.7827
4601.143,1.7348,1.7806
4618.286,1.7458,1.7984
4623.771,1.7647,1.8021
4624.000,1.7614,1.7778
4642.286,1.7559,1.7891
4664.229,1.7585,1.7837
4677.943,1.7778,1.7822
4691.200,1.7676,1.7957
4694.400,1.7826,1.7952
4701.486,1.7981,1.7711
4731.657,1.7902,1.7888
4746.743,1.7859,1.8019
4751.086,1.7726,1.8020
4751.086,1.7698,1.7946
4758.857,1.7674,1.7863
4780.343,1.7794,1.7982
4795.429,1.7890,1.8030
4799.086,1.7599,1.8036
4801.829,1.7605,1.7969
4823.771,1.7564,1.7941
4842.057,1.7757,1.7883
4856.686,1.7627,1.8074
4862.171,1.7738,1.8076
4862.628,1.7678,1.7699
4870.171,1.7671,1.7995
4883.886,1.7841,1.7925
4902.171,1.7652,1.7639
4911.543,1.7578,1.7840
4924.343,1.7849,1.7799
4924.343,1.7877,1.7802
4927.086,1.7675,1.7796
4940.343,1.7831,1.7790
4955.657,1.7933,1.7786
4970.514,1.7941,1.7931
4985.829,1.7913,1.7600
4986.514,1.8030,1.7600
